porti,携带
broso,刷子
brovo,眉,眼眉
bruego,轰鸣,喧哗
brui,吵闹,喧嚷
brulajho,燃料
bruldifekti,烧伤
brulego,大火,火灾,失火
bruli,燃烧
bruligi,点火
bruligj,焚烧
brulligno,柴,木柴
brullignohakisto,樵夫
brulmortigi,火刑
brulshnuro,导火线
brulstampo,烙印
brulvundi,烧伤,烫伤
bruna,褐色,棕色
bruna grundo,棕壤
bruna sukero,红糖
bruo,嘈杂,声音,喧嚣,杂音,噪音
brusto,胸,胸膛
brustokiraso,胸甲
brustonagho,蛙泳
brutala,残暴,粗暴,粗野
bruto,家畜,牲口
brutobredado,畜牧
bubalo,水牛
bubo,淘气鬼,顽童
buchejo,屠宰场
buchi,残杀,杀,杀人,屠杀,屠宰,宰杀
budao,佛
budgheto,预算
budhisma sutro,佛经
budhismo,佛教
budho,佛
budo,木板小屋,棚
bufedejo,小吃店
bufo,蛤膜
bufro,缓冲器
bufroshtato,缓冲国
bugri,鸡奸
bukedo,花束
buklo,卷发
bulbo,洋葱
buldozo,推土机
buljono,肉汤
bulo,球块,团块
bulteno,公报,简报
buluo tribo,部落
bulvardo,林荫道
bumen fak,部门
bunta,多色,杂色
buo,浮标,肮标
burgharo,资产阶级
burghono,萌芽
burokratismo,官僚主义
burokrato,官僚
busaro,轻骑兵
bush-harmoniko,口琴
busha,口头
busha kavo,口腔
busho,口,嘴
buso,公共汽车,客车
busto,半身像,上半身
busumo,笼头
butera teo,酥油茶
buterbiskvito,奶油饼干
butero,黄油,奶油,酥油
butikisto,掌柜
butiko,店,铺子,商店
buton(um)i,扣扣子
butono,扣子,纽扣
caro,沙皇
cedema,嫌让
cedi,割让,让,让步,退让
cedro,杉木,雪松
cekumo,盲肠
celdisko,靶子
celebri,庆祝
celebro,典礼
celetrio,芹菜
celi,对准,瞄准
celilo,瞄准器
cellinio,瞄准线
celo,目标,目,细胞,宗旨
celobjekto,目标
celtabulo,靶子,目标
celtruo,瞄准孔
celulozo,纤维素
celumi,瞄准
celumilo,瞄准器
cemento,水门汀,水泥
cent,百
centezimala,百分
centezimala termometro,摄氏温度计
centigramo,厘克
centilitro,厘升
centimetro,公分,厘米
centra,中间
centra linio,中线
centra registaro,中央政府
centralizi,集中
centralizismo,集权制
centre,正中
centrifugilo,离心机
centrigi,集中
centro,圆心,中枢,中心,中央
centro de tertremo,震中
centuma,百分
cenzuri,检查,审查
cepo,洋葱
ceramikajho,陶瓷
ceramiko,制陶术
cerba hemoragio,脑溢血
cerbeto,小脑
cerbo,大脑,脑,头脑
cerboskuo,脑震荡
cerbumi,动脑筋,合计,苦思,思考
cerealo,谷类
cerebelo,小脑
ceremoniema,客气
ceremonio,典礼,礼节,仪式
cerezino,石蜡
certa,一定
certe,必定,必然,确实
certeco,把握
certigi,保证,肯定,确保
cerumeno,耳垢
cervo,鹿
cetera,其他,其余
cetere,此外
chagreni,痛心
chagrenighi,发愁,烦恼,忧愁,忧伤
chagreno,苦恼,伤心
chambristino,仆人
chambro,房间,室,屋子
chamo,羚羊
champano,香摈酒
championo,冠军
chantaghi,讹诈,勒索,敲诈,诈骗
chapelo,帽子
chapitro,篇章,章节
chapo,帽子
char,因为
charisto,车夫
charlatani,哄骗,招摇撞骗
charlatano,骗子
charma,迷人,漂亮,抚媚
charmo,魅力
charo,车,车辆,大车
charpentisto,木工
charto,契约,宪章
charumo,独轮车
chasajho,猎获物
chashundo,猎犬
chasi,打猎,猎,狩猎,行猎,追求,追逐
chasio,底盘
chasisto,猎人
chasta,贞节的,忠贞
che,靠近
cheesti,出席
cheesti kunveno,到会
cheesti lekcion,听课
chefa,首要
chefa arterio,大动脉
chefa fluo,主流
chefa forto,主力
chefa kriidalra,祸首
chefa krimulo,主犯
chefaj punktoj,大意,要点
chefartikolo,社论
chefepiskopo,大主教
chefgeneralo,大元帅,元帅
chefinspektoro,总监
chefkomandanto,元帅,总司令,总指挥
chefkrimulo,元凶
cheflitero,大写字母
chefmanghajho,主食
chefministro,首相,宰相,总理
chefo,首领,首脑,首长,头头,头子
chefo de la ghenerala stabo,参谋总长
chefredaktoro,主编
chefrolo,主角
chefrolulo,主角
chefsezono,旺季
chefshlosilo,万能钥匙
chefstabejo,大本营
chefstabo,统帅部
chefurbo,国都,京城,首都,首府
cheko,银行支票,支票
chela kerno,细胞核
chelo,天空,小室,小组,支部
chemizo,衬衫,衬衣,内衣
chenhundo,看家狗
chenkanto,轮唱
cheno,咖锁,链子,锁链
chensegilo,链锯,油锯
cherizo,樱桃
cherko,棺材
cherkoveturilo,枢车
cherkveturilo,灵车
cherpi,汲,汲取,吸取
cherpi akvon,汲水
chesi,停,停顿,停止
chesigi,杜绝,止住,制止,中止
chesta,纯洁
chevalino,骡马
chevalkurado,赛马
chevalo,马
chevalpovo,马力
chiam,始终,无时无刻,向来,永远,总是
chiam memori,铭记
chiam pli,越来越
chiama,永久
chiamaniere,极力,竭力,尽力,拼命,千方百计
chiamvenka,无往不胜
chiaokaze,无论如何
chicherono,导游
chie,到处,各处,随地
chiel,千方百计
chiela palaco,天宫
chielarko,彩虹,虹
chieliro,升天
chielo,天,天神
chielrugho,霞
chielskrapanto,摩天楼
chies,人人
chiesulino,妓女
chifi,揉
chifona,褴褛
chifonfiguro,稻草人
chifono,破烂
chifro,密码
chikani,吹毛求疵
chimpanzo,黑猩猩
china brasiko,大白菜
china elmigrinto,华侨
china ideografiajho,汉字
china inko,墨
china kaj okcidenta medicino en kombino,中西医结合
China Laborist-Kamparana Rugha Armeo,中国工农红军
china lingvo,中文
china medicino,中医
china nacio,中华民族
China Popola Respubliko,中华人民共和国
Chinaj Popolaj Volontuloj,中国人民志愿军
chinstila pentrajho,国画
chio,一切
chiopova,全能,万能
chiovendejo,百货商店
chirkaw,大约
chirkaw6bari,围栏
chirkawajho,周围
chirkawataki,围攻
chirkawi,包围,环绕,围住
chirkawiri,环行
chirkawkolo,项链
chirkawkradi,围栏
chirkawmano,手镯
chirkawmuro,围墙
chirkawparolo,婉言
chirkawpreni,拥抱
chirkawsieghi,围攻
chirkawurbo,城郊,郊区
chirkawvojo,绕道
chirkawvolvi,包扎,缠绕
chirpi,唧唧
chiu,每人
chiuj,大伙儿,大家,全体,所有
chiutaga,口常
chiutaga vivbezonajho,日用品
chiutaga vivo,起居
chiutage,天天
chizi,雕刻,刻,琢磨
chizilo,凿子
chokolado,巧克力
chusigno,问号
ci,你
cibetokato,灵猫
cico,奶头,乳头
cifero,数目,数字
ciferplato,表盘
cigano,茨冈人,吉卜赛人
cigaredo,卷烟,香烟,烟卷儿,纸烟
cigaro,雪茄
cigno,天鹅
cikado,蝉
cikatrighi,结疤
cikatro,疤,疮疤,伤疤,伤痕
ciklono,龙卷风,旋风
cikonio,颧
cilindra poshtkesto,信筒
cilindro,气缸,汽缸,圆筒,圆柱体
cilindrobloko,汽缸座
cimbalo,铙钹
cimo,臭虫
cinabra,朱红的
cinabro,朱砂
cindro,骨灰,灰烬
cindrujo,烟灰缸
Cindrulino,灰姑娘
cipreso,柏树
cirkelo,圆规
cirkla,圆形
cirkla segilo,圆锯
cirkle,盘旋
cirklo,圈子,圆,圆圈
cirko,马戏场
cirkonferenco,圆,圆周
cirkonstanca komplemento,状语
cirkonstanco,环境,景况,境地,境况,境遇,情况
cirkula anonco,通报
cirkula kapitalo,流动资本
cirkula sistemo,循环系统
cirkulanta mono,通货
cirkulero,传单
cirkuli,流传,流动,流通,流行,循环
cirkvito,电路
ciro,皮鞋油,鞋油
cisterno,水池,雨水池
cisternokamiono,油罐车
cisternoshipo,油船
cisternovagono,油罐车皮
citadelo,城堡
citajho,引文
citi,引用,引证
citilo,引号
citrono,柠檬
civila,国内,民事,俗,文
civila aviado,民航
civila inghenierado,土木工程
civila kodo,民法
civilizacio,文明
civilizi,教化
civilulo,平民
civitano,公民,市民
civito,自由市,自治市
colo,英寸
cunamo,海啸
daktilarbo,椰枣
daktiopalmo,椰枣
dalio,大丽花
damaghi,损坏,损伤,损失,危害
damaskeni,镶嵌
damninda,万恶
dancarto,舞蹈艺术
dancejo,舞厅
danci,跳舞
Danci.Z,谢继雷
dancist(in)o,舞蹈演员
dancmuziko,舞曲
danco,舞蹈
dando,花花公子
danghera,险恶
danghera malsano,重病
danghera situacio,险境
danghero,危险
dangsheno,党参
danka,感恩,感激
danki,道谢,感谢,谢谢
dank’al,多亏,幸亏
DanSei,谢继雷
Darvinismo,达尔文主义
dato,日期
datreveno,纪念日
dawre uzi,沿用
dawri,持续,继续,延续
dawriganto,接班人
de,以来,自从
de generacio al generacio,世代,祖祖辈辈
de infaneco,从小
de la komenco,从头
de la komenco ghis la fino,始终
de tempo al tempo,经常,时而
deadmoni,劝阻
debati,打掉,议论,争辩
debato,辩论,论战
debeto,负债,借方,欠账
debito,畅销
deca,合适,恰当,时宜,适宜,有分寸
dece,适当,妥善
decembro,十二月
dechevalighi,下马
dechfri,译解
decibelo,分贝
decidema,果断
decideme,坚决
decidi,决定,预定
decidiga,决定性
decido,决心,决议
decidua,落叶
decigramo,分克
decilitro,分升
decimala komo,小数点
decimala nombrosistemo,十进制
decimalo,小数
decimetro,分米
dedichi,献给,献赠
dedichi sin al,致力
dedukti,推论
defalajho,碎屑
defali,没落,脱落
defenda linio,防线
defendanto,辨护人
defendata,设防
defendi,保卫,防守,防御,捍卫,守卫,维护,卫护
defendi sin per argumentoj,申辩
defensivo,守势
deficito,赤字
defii,蔑视,挑战
deflacio,通货收缩
deflankighi,偏离
defluilo,水沟
deformighi,变形
defrawdi,骗窃
defroti,磨掉
degeli,解冻,融化,消融
degeneri,变质,堕落,腐化,衰颓,退化,蜕化
degradi,降职
deiri,离开,走开
dejheti,抛掉
dejhetighi,脱落
dejhori,值班,值日
dek,十
dekadenci,败落,没落
dekadenco,破落,颓废
dekalkuli,减,扣除
dekano,系主任
deklami,朗诵
deklaracio,宣言
deklari,申明,声明,宣布
deklari militon,宣战
deklivo,坡,斜坡
dekokti,熬,煎
dekolorighi,脱色
dekonduki,引开
dekoracii,修饰,装饰
dekoracio,布景
dekreti,发令
dekreto,法令
dekstra,右边,右
dekstra avanulo,右锋,右前卫
dekstra devio,右倾
dekstra mano,右手
dekstrulo,右派,右派分子
dektra arierulo,右后卫
delegacio,代表团
delegi,选派代表
delegito,代表,使者
delfeno,海豚
delikata,娇嫩,娇弱,精美,精巧,精细,精致,灵敏,温柔,纤弱,纤细,秀气,雅致,优雅的
delikata aromo,幽香
deliri,胡说,说胡话
deliro,精神错乱
delogi,引诱,诱离,诱骗
delto,三角洲
demagogio,蛊惑
demamigi,断奶
demandi,提问,问,问讯,询问,质问
demando,问题,疑问
demandoj kaj respondoj,问答
demandosigno,问号
demeti,脱去
demeti chapelon,脱帽
demisii,辞职
demokratia centralizismo,民主集中制
demokratia reghimo,民主政体
demokratia registaro,民主政府
demokratia revolucio,民主革命
demokratiaj partioj,民主党派
demokratio,民主,民主政体,民主政治
demono,恶魔,魔鬼,妖魔
demonstracio,论证
demonstri,示范
demonstro,论证
demoralizighi,瓦解
denaska,先天
denominatoro,分母
denove,重新
densa,稠密,茂密,密,浓,浓厚
denseco,密度,浓度
densigi,浓缩,压缩
dentaprotezo,假牙
dentingo,牙槽
dentistarto,牙科
dentisto,牙医
dentkarno,齿龈
dento,齿,牙
dentobroso,牙刷
dentokarno,牙床,牙龈
dentopasto,牙膏
dentpinglo,牙签
dentrado,齿轮
denunci,告发,告密,揭发,声讨
departemento,部,部门
dependa,从属,附属
dependi de,取决,依靠,依赖
deponakvitanco,存放
deponanto,存款户
deponi,储蓄,积蓄,寄存
deponita mono,存款
depost,以后,以来,自从
depreni,拿开
depresio,不景气,萧条
deprimi,丧气,消沉,泄气
deprimighi,懊丧,灰心
deprimigho,气馁
deprunti,借来
depushi,推掉,推开
deputi,选派代表
derivi,派生
dermatologio,皮肤科
dermatozo,皮队病
dermito,皮炎
dermo,真皮
derompi,掐断,折断
des pli,愈
des pli…,越…越…
desegnajho,图纸
desegni,描,描绘
desegno,图案
desegnonajlo,图钉
desegnopapero,图纸
desekco,切除
deshiri floron,折花
desinfekti,杀菌,消毒
desinfektilo,消毒器
despota grandsinjoro。,豪绅
despotismo,暴政,独裁,独裁政治,专制
despoto,暴君,豪强,专制君主
destini,预定,注定
destino,命运
detala,详细
detala listo,清单
detalaj reguloj,细则
detalajho,底细
detali,零售
detalisto,零售商,小贩
detalo,细节,详情
detektivo,暗探,秘密警察,侦探
deteni,克制,抑制
detenighema,谨慎
determini,测定,判定,判断,确定,限定,修饰
determinismo,定命论,决定论
detronigi,废黜
detrui,摧毁,毁坏,毁灭,破坏,损坏
detruighi,覆灭
deturnighi,转移
devaluti,贬值
devaluto,货币贬值
deveni,出身
deveno,来历,来源,起源
devi,必须,要,应当,应该
devia angulo,偏角
deviga laboro,劳役
devigi,逼迫,迫使,强加,强制,强迫,胁迫,压服
devigita,被迫
devigite,不得不
devii,偏离,偏向
devio,偏差
devizo,格言,口号,外汇汇票,座右铭
devo,本分,勤务,义务,责任
devojighi,迷路,走入歧途
dezerta,荒凉,荒芜,空荡荡,无人烟
dezerto,荒漠,沙漠
dezir0,志愿
deziri,希望,想望,愿意,祝愿
deziro,心愿,欲望,愿望
diabeto,糖尿病
diablo,恶魔,鬼,魔鬼,妖魔
diabolo,空竹
diafana,半透明
diafragmo,光圈
diagnozo,诊断
diagramo,图表,图解
dialektika materiismo,辩证唯物论
dialektiko,辩证法
dialekto,方言,土话
dialogo,对话
diamanto,金刚石,钻石
diametro,直径
diareo,拉肚子,拉稀
diatermio,烤电
dibocha,放荡,淫荡
dibochado,荒淫
dibocho,淫乐
difekti,毁坏,击伤,被损,损坏,损伤,糟踏
difekto,缺点,缺陷
diferencialo,微分
diferencigi,分辨,分别,判别,区别,区分
diferenco,差别,差异,分歧
diferenco en temperaturo,温差
diferncigi,辨别
difina artikolo,定冠词
difini,标定,规定,划定,决定,确定,指定
difino,定义
digesti,消化
digestiga,助消化的
digna,威严,尊严的
digno,体面,自尊,尊严
digo,圩
diigenta,辛勤
dika,粗,厚,胖
dikeco,厚度
dikfingro,大拇指
diklina,雌雄异株
diktafono,录音机
diktatora,专横
diktatoreco,独裁
diktatoro,独裁者
diktaturo,专政
dikti,口述
dikulo,胖子
dilemo,困境
diletanto,业余爱好者
diligenta,勤奋,勤快,勤劳,勤勉
diligente,刻苦,用功
diligente lerni,攻读
dilui,冲淡,稀释
diluvo,洪水
dimancho,礼拜天,星期日
dimensio,尺寸
dinamiko,动力学
dinamito,炸药
dinastio,朝代,王朝
dinosawro,恐龙
dio,上帝,天神
Dipatrino,圣母
diplomatia sendito,使节
diplomatio,外交
diplomato,外交官
diplomitighi,毕业
diplomo,文凭,证明书,执照
direkcio,理事会
direktbastono,指挥棒
direkti,操纵,经营,指导,指点,指挥,指向,指引
direktighi al,转向
direktivo,指示
direkto,方向
direktoro,经理,理事,校长,主任
diri,陈述,告诉,讲,说,诉说
disa,分散,稀疏
disawdigi,播音,放送
disawdigo,广播
disbati,打碎
dischiplo,弟子,门徒,信徒
dischplo,徒弟
disciplinemo,纪律性
disciplino,纪律
discrvo,祭神
disdiri,散布
disdoni,分发,散发
disenterio,赤痢,痢疾
diserigi,支解
disertacio,论文,学术论文
disertajho,论文,学术论文
diservo,礼拜
disfaldi,摊开,展开
disfali,崩溃,倒塌,覆灭,垮台,瓦解
disfamigi,传扬
disfandi,熔化
disflui,流散
disighi,分别,分离,散开,四散
disigi,分开,疏散
disigismo,分散主义
disipi,挥霍
disiri,散开,走散
disjheti,散布
disko,唱片,铁饼
diskonig,传播
diskonigi,散布
diskonto,贴现
diskreski,蔓生
diskreta,持重,谨慎,慎重,适度,有分寸
diskrete,审慎
diskriminacio,歧视
diskuti,商量,商谈,商议,谈论,讨论,研讨,议论
diskuto,讨论会
dismembrigi,分割,支解
disonanco,杂音
dispeciga mashino,粉碎机
dispecighi,破碎
dispecigi,打碎,粉碎
dispeli,驱散
dispepsio,食积,消化不良
disperdi,失散
displekti,解开
disponi,支配
dispozicio,部署
disputi,争论
disputo,纠纷
disrevigho,幻灭
disrompi,打碎
dissegi,踞开
dissemi,传播
disshawmighi,泡影
dissonado,杂音
distanci,相隔
distanco,距离
distili,蒸馏
distililo,蒸馏器
distilita akvo,蒸馏水
distingi,辨别,分辨,分别,判别,区别,区分,识别
distingigha,突出
distingighi,显现
distordi,歪曲
distordighi,变形
distri,娱乐
distribui,发行,分发,分配
distrighema,分心,心不在焉
distrighi,消遣
distrikto,地区,区,行政区
distrumpeti,鼓吹
disvastigi,传播,扩充,扩展,推广,宣扬
disvolvi,发挥,发扬,开展,摊开,演变,展开
disvolvighanta lando,发展中国家
disvolvighi,进展
disvolvigi,发展
diuno,昼夜
divdi laborn,分工
diveni,猜,占卜
divenisto,算命先生,占卜者
diversa,各种各样
diverskolora,杂色
diversspeca,各种各样
dividanto,除数
dividendo,股息,红利
dividi,分肥,分割,分化,划分
dividi familian havajhon,分家
dividi la rabajhon (shtelajhojn),分赃
divido,除法
divido de ghojo kaj sufero,同甘苦
diviziestro,师长
divizio,师,师团
dizelo,柴油机,内燃机
dizeloleo,柴油
dizerti,开小差
dizertinto,逃兵
docento,讲师
doganisto,海关人员
dogano,关税,海关
doganpago,关税
dogmaro,教义
dogmeme,武断
dogmismo,教条主义
dogmo,教条,信条
doko,船坞,码头
doktoro,博士,医师
doktrin,教义
doktrino,理论,学说,主义
dokumento,文件
dokumento prezentata al superulo,呈文
dokumentujo,公文包
dolaro,美元
dolcha,甜,甜蜜
dolcha dormo,酣睡
dolchaa songho,酣梦
dolchakva fisho,淡水鱼
dolori,痛心
doloro,苦痛,疼痛,痛苦
domagha,可惜
domaghi,爱惜,吝惜
dombloko,街区
dombro,冬不拉
dometi,小睡
domkolorigisto,油漆工
domo,房屋,家,屋宇
domomastrino,主妇
domposedanto,房主
donacajho,礼品
donacema,慷慨
donaci,捐赠,捐献,馈赠,赏赐,献给,赠送
donaco,礼品,献礼,赠品
doni,给
doni bankedon,设宴
doni ekzemplon,示范
doni konsilon,指教
doni lecionon,授课
doni lekcion,演讲
doni premion,授奖
donitajho,数据
dorlotato,宠儿
dorloti,宠爱,娇惯,娇养,溺爱,钟爱
dorlotita,任性
dormejo,宿舍
dormema,瞌睡
dormeti,打盹儿
dormi,睡
dormi trankvile,安息
dormigi,催眠
dormochambro,寝室,卧室
dormomalsano,睡眠病
dormosako,睡袋
dornejo,荆棘丛
dorno,刺
dorsa,反面
dorsdirekte,向后
dorse,向后
dorso,背面,脊梁,脊背
dorsonagho,仰泳
dorssako,背袋
doto,嫁妆,妆奁
dozo,剂量,一服
dragi,疏导,硫浚
dragmashino,挖泥机
drako,龙
drakregho,龙王
dramisto,剧作家
dramo,剧,剧本
drapo,呢绒
drashejo,打谷场
drashi,打场,打谷,脱粒
drashmashino,打谷机,脱粒机
drasta,激烈,急剧,烈性,猛烈,强烈
drata retajho,铁丝网
drato,金属线
drattolo,窗纱
dreni,排水,排泄
dreni inundakvon,排涝
drenilo,排水管
dresi,驯
drili,钻
drilo,钻机
drinkejo,酒馆
drinkemulo,酒鬼
drinki,饮酒
drivi,漂泊,漂流
drogherboj,草药
drogo,生药,药材,药料
droni,沉没,沉溺,沉醉,溺,淹死
du,二
dualismo,二元论
duba punkto,疑点
dubi,怀疑
dubinda,可疑
dubli,配音
dublita filmo,译制片
dubo,疑问
duelo,决斗
dueto,二重唱,二重奏
duko,公爵
dukornulo,双角动物
dum generacioj,世代
dum la tuta jaro,终年
dum la tuta vivo,终生
dumastulo,双桅帆船
dumpingo,对外倾销,倾销
dumviva mallibereco,无期徒刑
dunaskito,双胞胎
dunganto,雇主
dungi,雇佣,聘请
dungita kamparano,雇农
dungito,雇员
duno,沙丘
duobla,双重
duobla karaktero,两重性
duobla naturo,两重性
duobla trako,双轨
duoble,加倍
duodeno,十二指肠
duondiri,暗示
duondormi,瞌睡
duonfali,失足
duonfeuda,半封建
duonhisi flagon,下半旗
duoninsulo,半岛
duonkolonia,半殖民地
duonkonduktanto,半导体
duono,一半
duonoficiala,半官方
duonpatrino,后妈,继母
duonpatro,继父
duonproletaro,半无产阶级
duontago,半天
duonvoje,中途
duopa ludo,双打
duplikato,抄件,复本,副本
dupunkto,冒号
dusako,褡链
dushilo,莲蓬头
dusho,淋浴
dusida,双排座
duviza ghulo,两面派
eakadro,机队
